invoice_id,order_id,customer_id,invoice_number,invoice_date,due_date,paid_date,amount_due,tax_amount,discount_amount,late_fee_charged,amount_paid,payment_status,payment_method,credit_terms,billing_currency,fiscal_year,fiscal_period,internal_gl_code,billing_address_id,is_disputed
INV-0993380-D048,ORD-0993380-A5DA,CUST-251714-C922,INV-2026-993380,2026-01-14 11:34:56,2026-02-13 11:34:56,2026-01-24 11:34:56,905.92,72.47,0.00,0.00,978.39,Paid,ACH,Net 30,USD,2026,01,GL-REV-993380,ADDR-993380,FALSE
INV-0993381-8296,ORD-0993381-41A9,CUST-361919-D74F,INV-2026-993381,2025-06-11 00:31:18,2025-07-11 00:31:18,2025-06-21 00:31:18,111.49,8.92,0.00,0.00,120.41,Paid,ACH,Net 30,USD,2025,06,GL-REV-993381,ADDR-993381,FALSE
INV-0993382-3D2E,ORD-0993382-4AA6,CUST-185922-3EF0,INV-2026-993382,2025-01-19 09:28:50,2025-02-18 09:28:50,,1228.31,98.26,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,01,GL-REV-993382,ADDR-993382,FALSE
INV-0993383-4719,ORD-0993383-9DD4,CUST-286825-4597,INV-2026-993383,2024-10-15 09:31:01,2024-11-14 09:31:01,,490.2,39.22,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,10,GL-REV-993383,ADDR-993383,FALSE
INV-0993384-DCCE,ORD-0993384-6051,CUST-018935-E90A,INV-2026-993384,2025-05-14 02:40:28,2025-06-13 02:40:28,2025-05-24 02:40:28,325.45,26.04,0.00,0.00,351.49,Paid,ACH,Net 30,USD,2025,05,GL-REV-993384,ADDR-993384,FALSE
INV-0993385-FA18,ORD-0993385-D5E7,CUST-187984-A480,INV-2026-993385,2025-04-02 15:32:15,2025-05-02 15:32:15,,667.43,53.39,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,04,GL-REV-993385,ADDR-993385,FALSE
INV-0993386-33AB,ORD-0993386-B58E,CUST-325802-0398,INV-2026-993386,2026-04-16 17:09:40,2026-05-16 17:09:40,2026-04-26 17:09:40,950.07,76.01,0.00,0.00,1026.08,Paid,ACH,Net 30,USD,2026,04,GL-REV-993386,ADDR-993386,FALSE
INV-0993387-DADE,ORD-0993387-C1DB,CUST-385126-917B,INV-2026-993387,2024-10-12 02:09:55,2024-11-11 02:09:55,,895.24,71.62,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,10,GL-REV-993387,ADDR-993387,FALSE
INV-0993388-F2C1,ORD-0993388-7CBC,CUST-025701-27AA,INV-2026-993388,2025-05-27 18:58:55,2025-06-26 18:58:55,2025-06-06 18:58:55,1026.08,82.09,0.00,0.00,1108.17,Paid,ACH,Net 30,USD,2025,05,GL-REV-993388,ADDR-993388,FALSE
INV-0993389-749E,ORD-0993389-2D40,CUST-467842-34CA,INV-2026-993389,2024-10-21 16:13:19,2024-11-20 16:13:19,,164.47,13.16,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,10,GL-REV-993389,ADDR-993389,FALSE
INV-0993390-FD7B,ORD-0993390-9306,CUST-024629-8B2A,INV-2026-993390,2024-12-15 10:51:04,2025-01-14 10:51:04,2024-12-25 10:51:04,1197.96,95.84,0.00,0.00,1293.8,Paid,ACH,Net 30,USD,2024,12,GL-REV-993390,ADDR-993390,FALSE
INV-0993391-D8E6,ORD-0993391-91F4,CUST-348640-8A12,INV-2026-993391,2025-08-16 13:53:30,2025-09-15 13:53:30,2025-08-26 13:53:30,764.13,61.13,0.00,0.00,825.26,Paid,ACH,Net 30,USD,2025,08,GL-REV-993391,ADDR-993391,FALSE
INV-0993392-3C89,ORD-0993392-9EAE,CUST-478047-B32E,INV-2026-993392,2026-04-21 15:02:32,2026-05-21 15:02:32,,615.54,49.24,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,04,GL-REV-993392,ADDR-993392,FALSE
INV-0993393-4150,ORD-0993393-B4AB,CUST-424235-EA73,INV-2026-993393,2025-06-08 11:53:55,2025-07-08 11:53:55,,1208.98,96.72,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-993393,ADDR-993393,FALSE
INV-0993394-FE0B,ORD-0993394-910B,CUST-147153-99BE,INV-2026-993394,2024-12-04 02:20:10,2025-01-03 02:20:10,2024-12-14 02:20:10,363.03,29.04,0.00,0.00,392.07,Paid,ACH,Net 30,USD,2024,12,GL-REV-993394,ADDR-993394,FALSE
INV-0993395-02B6,ORD-0993395-214C,CUST-041974-746F,INV-2026-993395,2024-07-25 21:21:23,2024-08-24 21:21:23,,721.21,57.7,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-993395,ADDR-993395,FALSE
INV-0993396-F9BD,ORD-0993396-1CD0,CUST-171809-4E44,INV-2026-993396,2025-08-21 17:37:48,2025-09-20 17:37:48,2025-08-31 17:37:48,850.5,68.04,0.00,0.00,918.54,Paid,ACH,Net 30,USD,2025,08,GL-REV-993396,ADDR-993396,FALSE
INV-0993397-2B83,ORD-0993397-9EE0,CUST-037255-9738,INV-2026-993397,2025-06-21 13:38:27,2025-07-21 13:38:27,2025-07-01 13:38:27,806.58,64.53,0.00,0.00,871.11,Paid,ACH,Net 30,USD,2025,06,GL-REV-993397,ADDR-993397,FALSE
INV-0993398-392C,ORD-0993398-B3A4,CUST-098533-41C6,INV-2026-993398,2026-03-19 04:01:08,2026-04-18 04:01:08,,978.25,78.26,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,03,GL-REV-993398,ADDR-993398,FALSE
INV-0993399-A807,ORD-0993399-06EE,CUST-148028-C9C7,INV-2026-993399,2025-06-27 17:55:42,2025-07-27 17:55:42,,646.87,51.75,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-993399,ADDR-993399,FALSE
INV-0993400-6F5E,ORD-0993400-B4D5,CUST-391205-10D3,INV-2026-993400,2024-07-06 13:40:05,2024-08-05 13:40:05,,873.82,69.91,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-993400,ADDR-993400,FALSE
INV-0993401-D368,ORD-0993401-9D2F,CUST-316289-2573,INV-2026-993401,2026-03-21 01:53:18,2026-04-20 01:53:18,2026-03-31 01:53:18,174.68,13.97,0.00,0.00,188.65,Paid,ACH,Net 30,USD,2026,03,GL-REV-993401,ADDR-993401,FALSE
INV-0993402-0E6E,ORD-0993402-6CF1,CUST-030270-F5E9,INV-2026-993402,2025-04-11 13:53:47,2025-05-11 13:53:47,,1416.55,113.32,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,04,GL-REV-993402,ADDR-993402,FALSE
INV-0993403-FC98,ORD-0993403-E8B6,CUST-388737-8D61,INV-2026-993403,2025-05-06 04:39:05,2025-06-05 04:39:05,,958.21,76.66,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,05,GL-REV-993403,ADDR-993403,FALSE
INV-0993404-CC13,ORD-0993404-A2E2,CUST-057241-1671,INV-2026-993404,2025-04-25 07:05:57,2025-05-25 07:05:57,,907.4,72.59,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,04,GL-REV-993404,ADDR-993404,FALSE
INV-0993405-19FF,ORD-0993405-D31D,CUST-252339-55AE,INV-2026-993405,2025-10-30 12:33:37,2025-11-29 12:33:37,,55.72,4.46,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,10,GL-REV-993405,ADDR-993405,FALSE
INV-0993406-12C4,ORD-0993406-E576,CUST-319700-99C7,INV-2026-993406,2026-06-08 11:42:35,2026-07-08 11:42:35,2026-06-18 11:42:35,464.26,37.14,0.00,0.00,501.4,Paid,ACH,Net 30,USD,2026,06,GL-REV-993406,ADDR-993406,FALSE
INV-0993407-AE36,ORD-0993407-48F7,CUST-024999-AD2D,INV-2026-993407,2025-11-30 09:33:25,2025-12-30 09:33:25,2025-12-10 09:33:25,728.23,58.26,0.00,0.00,786.49,Paid,ACH,Net 30,USD,2025,11,GL-REV-993407,ADDR-993407,FALSE
INV-0993408-CAC7,ORD-0993408-EAA6,CUST-053229-709A,INV-2026-993408,2026-06-02 05:18:49,2026-07-02 05:18:49,2026-06-12 05:18:49,1350.58,108.05,0.00,0.00,1458.63,Paid,ACH,Net 30,USD,2026,06,GL-REV-993408,ADDR-993408,FALSE
INV-0993409-AD48,ORD-0993409-5738,CUST-397175-980D,INV-2026-993409,2025-08-03 06:01:05,2025-09-02 06:01:05,,984.63,78.77,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,08,GL-REV-993409,ADDR-993409,FALSE
INV-0993410-D906,ORD-0993410-390D,CUST-164722-3908,INV-2026-993410,2024-09-02 03:15:19,2024-10-02 03:15:19,2024-09-12 03:15:19,1132.72,90.62,0.00,0.00,1223.34,Paid,ACH,Net 30,USD,2024,09,GL-REV-993410,ADDR-993410,FALSE
INV-0993411-921C,ORD-0993411-005B,CUST-384931-E05D,INV-2026-993411,2025-11-01 21:34:57,2025-12-01 21:34:57,2025-11-11 21:34:57,1493.2,119.46,0.00,0.00,1612.66,Paid,ACH,Net 30,USD,2025,11,GL-REV-993411,ADDR-993411,FALSE
INV-0993412-F08E,ORD-0993412-AE57,CUST-311883-21F9,INV-2026-993412,2026-02-08 15:56:38,2026-03-10 15:56:38,,758.18,60.65,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,02,GL-REV-993412,ADDR-993412,FALSE
INV-0993413-4313,ORD-0993413-38EC,CUST-016813-4542,INV-2026-993413,2025-02-15 01:40:55,2025-03-17 01:40:55,,103.5,8.28,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,02,GL-REV-993413,ADDR-993413,FALSE
INV-0993414-3128,ORD-0993414-90FE,CUST-293012-79C6,INV-2026-993414,2024-07-22 09:37:00,2024-08-21 09:37:00,2024-08-01 09:37:00,73.63,5.89,0.00,0.00,79.52,Paid,ACH,Net 30,USD,2024,07,GL-REV-993414,ADDR-993414,FALSE
INV-0993415-18D8,ORD-0993415-9F98,CUST-016465-97F6,INV-2026-993415,2024-09-17 20:14:51,2024-10-17 20:14:51,2024-09-27 20:14:51,996.82,79.75,0.00,0.00,1076.57,Paid,ACH,Net 30,USD,2024,09,GL-REV-993415,ADDR-993415,FALSE
INV-0993416-A720,ORD-0993416-319D,CUST-388428-F4B0,INV-2026-993416,2025-11-01 00:05:00,2025-12-01 00:05:00,2025-11-11 00:05:00,1009.45,80.76,0.00,0.00,1090.21,Paid,ACH,Net 30,USD,2025,11,GL-REV-993416,ADDR-993416,FALSE
INV-0993417-F4B2,ORD-0993417-C19B,CUST-208398-3887,INV-2026-993417,2025-05-22 22:06:04,2025-06-21 22:06:04,2025-06-01 22:06:04,445.62,35.65,0.00,0.00,481.27,Paid,ACH,Net 30,USD,2025,05,GL-REV-993417,ADDR-993417,FALSE
INV-0993418-ED20,ORD-0993418-71C6,CUST-340050-3AD0,INV-2026-993418,2025-11-19 09:35:54,2025-12-19 09:35:54,2025-11-29 09:35:54,830.02,66.4,0.00,0.00,896.42,Paid,ACH,Net 30,USD,2025,11,GL-REV-993418,ADDR-993418,FALSE
INV-0993419-0EFF,ORD-0993419-DA60,CUST-097239-8E90,INV-2026-993419,2026-02-28 13:45:13,2026-03-30 13:45:13,,367.64,29.41,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,02,GL-REV-993419,ADDR-993419,FALSE
INV-0993420-A35A,ORD-0993420-7021,CUST-202920-8CB2,INV-2026-993420,2026-03-12 10:09:06,2026-04-11 10:09:06,2026-03-22 10:09:06,500.67,40.05,0.00,0.00,540.72,Paid,ACH,Net 30,USD,2026,03,GL-REV-993420,ADDR-993420,FALSE
INV-0993421-F0D9,ORD-0993421-6FA2,CUST-141775-178C,INV-2026-993421,2024-08-10 03:14:48,2024-09-09 03:14:48,2024-08-20 03:14:48,529.88,42.39,0.00,0.00,572.27,Paid,ACH,Net 30,USD,2024,08,GL-REV-993421,ADDR-993421,FALSE
INV-0993422-8016,ORD-0993422-AF7C,CUST-389889-C608,INV-2026-993422,2025-12-19 23:08:18,2026-01-18 23:08:18,,513.24,41.06,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,12,GL-REV-993422,ADDR-993422,FALSE
INV-0993423-1737,ORD-0993423-85AE,CUST-212515-288A,INV-2026-993423,2024-08-02 11:25:07,2024-09-01 11:25:07,2024-08-12 11:25:07,996.51,79.72,0.00,0.00,1076.23,Paid,ACH,Net 30,USD,2024,08,GL-REV-993423,ADDR-993423,FALSE
INV-0993424-7A6E,ORD-0993424-EBB4,CUST-390235-F2EF,INV-2026-993424,2025-10-21 16:43:30,2025-11-20 16:43:30,2025-10-31 16:43:30,117.0,9.36,0.00,0.00,126.36,Paid,ACH,Net 30,USD,2025,10,GL-REV-993424,ADDR-993424,FALSE
INV-0993425-36F4,ORD-0993425-1CAB,CUST-136888-828C,INV-2026-993425,2024-07-27 10:44:11,2024-08-26 10:44:11,2024-08-06 10:44:11,1164.38,93.15,0.00,0.00,1257.53,Paid,ACH,Net 30,USD,2024,07,GL-REV-993425,ADDR-993425,FALSE
INV-0993426-C48E,ORD-0993426-C6DA,CUST-314235-7B09,INV-2026-993426,2024-12-17 08:04:01,2025-01-16 08:04:01,,59.84,4.79,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,12,GL-REV-993426,ADDR-993426,FALSE
INV-0993427-171E,ORD-0993427-FEFF,CUST-194560-BC69,INV-2026-993427,2026-02-24 18:07:47,2026-03-26 18:07:47,2026-03-06 18:07:47,762.84,61.03,0.00,0.00,823.87,Paid,ACH,Net 30,USD,2026,02,GL-REV-993427,ADDR-993427,FALSE
INV-0993428-F167,ORD-0993428-67F2,CUST-200230-9B50,INV-2026-993428,2025-06-22 15:22:27,2025-07-22 15:22:27,,939.23,75.14,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-993428,ADDR-993428,FALSE
INV-0993429-7CCA,ORD-0993429-A231,CUST-280633-4856,INV-2026-993429,2026-05-09 01:53:42,2026-06-08 01:53:42,2026-05-19 01:53:42,316.9,25.35,0.00,0.00,342.25,Paid,ACH,Net 30,USD,2026,05,GL-REV-993429,ADDR-993429,FALSE
INV-0993430-5A43,ORD-0993430-6C1A,CUST-162008-4AD6,INV-2026-993430,2025-01-15 23:00:40,2025-02-14 23:00:40,2025-01-25 23:00:40,1307.38,104.59,0.00,0.00,1411.97,Paid,ACH,Net 30,USD,2025,01,GL-REV-993430,ADDR-993430,FALSE
INV-0993431-584D,ORD-0993431-7472,CUST-338721-9D72,INV-2026-993431,2026-01-21 09:05:39,2026-02-20 09:05:39,,535.71,42.86,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,01,GL-REV-993431,ADDR-993431,FALSE
INV-0993432-0312,ORD-0993432-A989,CUST-369171-67D4,INV-2026-993432,2025-04-12 00:14:47,2025-05-12 00:14:47,2025-04-22 00:14:47,385.2,30.82,0.00,0.00,416.02,Paid,ACH,Net 30,USD,2025,04,GL-REV-993432,ADDR-993432,FALSE
INV-0993433-A456,ORD-0993433-9547,CUST-247844-559B,INV-2026-993433,2025-09-19 13:19:00,2025-10-19 13:19:00,2025-09-29 13:19:00,113.35,9.07,0.00,0.00,122.42,Paid,ACH,Net 30,USD,2025,09,GL-REV-993433,ADDR-993433,FALSE
INV-0993434-6937,ORD-0993434-901B,CUST-305009-0BA3,INV-2026-993434,2025-01-30 23:24:09,2025-03-01 23:24:09,2025-02-09 23:24:09,706.79,56.54,0.00,0.00,763.33,Paid,ACH,Net 30,USD,2025,01,GL-REV-993434,ADDR-993434,FALSE
INV-0993435-97F3,ORD-0993435-8F43,CUST-434337-8DE2,INV-2026-993435,2026-04-09 03:33:04,2026-05-09 03:33:04,,496.51,39.72,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,04,GL-REV-993435,ADDR-993435,FALSE
INV-0993436-5A1A,ORD-0993436-4BD1,CUST-173974-BE24,INV-2026-993436,2025-04-21 02:22:32,2025-05-21 02:22:32,,433.99,34.72,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,04,GL-REV-993436,ADDR-993436,FALSE
INV-0993437-A84E,ORD-0993437-C9F0,CUST-384144-3823,INV-2026-993437,2024-09-06 12:28:14,2024-10-06 12:28:14,2024-09-16 12:28:14,969.98,77.6,0.00,0.00,1047.58,Paid,ACH,Net 30,USD,2024,09,GL-REV-993437,ADDR-993437,FALSE
INV-0993438-92ED,ORD-0993438-2ADE,CUST-113557-1171,INV-2026-993438,2026-03-05 04:32:31,2026-04-04 04:32:31,2026-03-15 04:32:31,1332.92,106.63,0.00,0.00,1439.55,Paid,ACH,Net 30,USD,2026,03,GL-REV-993438,ADDR-993438,FALSE
INV-0993439-A7D3,ORD-0993439-F0CF,CUST-320475-F976,INV-2026-993439,2025-12-21 19:42:36,2026-01-20 19:42:36,2025-12-31 19:42:36,1316.95,105.36,0.00,0.00,1422.31,Paid,ACH,Net 30,USD,2025,12,GL-REV-993439,ADDR-993439,FALSE
INV-0993440-8DC1,ORD-0993440-C06C,CUST-265607-5FE1,INV-2026-993440,2025-08-02 18:10:08,2025-09-01 18:10:08,,1087.78,87.02,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,08,GL-REV-993440,ADDR-993440,FALSE
INV-0993441-DCC9,ORD-0993441-F325,CUST-430932-7492,INV-2026-993441,2025-04-22 07:03:03,2025-05-22 07:03:03,2025-05-02 07:03:03,559.23,44.74,0.00,0.00,603.97,Paid,ACH,Net 30,USD,2025,04,GL-REV-993441,ADDR-993441,FALSE
INV-0993442-D835,ORD-0993442-7A6C,CUST-207756-C513,INV-2026-993442,2025-10-27 21:53:02,2025-11-26 21:53:02,,602.68,48.21,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,10,GL-REV-993442,ADDR-993442,FALSE
INV-0993443-1653,ORD-0993443-A5B4,CUST-295243-D480,INV-2026-993443,2026-01-23 18:33:05,2026-02-22 18:33:05,2026-02-02 18:33:05,886.58,70.93,0.00,0.00,957.51,Paid,ACH,Net 30,USD,2026,01,GL-REV-993443,ADDR-993443,FALSE
INV-0993444-E8A1,ORD-0993444-320E,CUST-478393-2120,INV-2026-993444,2024-11-04 20:49:35,2024-12-04 20:49:35,2024-11-14 20:49:35,870.77,69.66,0.00,0.00,940.43,Paid,ACH,Net 30,USD,2024,11,GL-REV-993444,ADDR-993444,FALSE
INV-0993445-FFF3,ORD-0993445-E30C,CUST-147628-3DB8,INV-2026-993445,2025-05-19 02:26:18,2025-06-18 02:26:18,,194.31,15.54,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,05,GL-REV-993445,ADDR-993445,FALSE
INV-0993446-4331,ORD-0993446-2C10,CUST-275101-DCD4,INV-2026-993446,2025-04-16 01:00:11,2025-05-16 01:00:11,,761.33,60.91,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,04,GL-REV-993446,ADDR-993446,FALSE
INV-0993447-A5F0,ORD-0993447-70DC,CUST-230014-D70B,INV-2026-993447,2024-11-13 12:09:02,2024-12-13 12:09:02,,251.46,20.12,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,11,GL-REV-993447,ADDR-993447,FALSE
INV-0993448-C28C,ORD-0993448-4DB2,CUST-197762-179F,INV-2026-993448,2025-04-02 15:28:12,2025-05-02 15:28:12,,1078.03,86.24,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,04,GL-REV-993448,ADDR-993448,FALSE
INV-0993449-A934,ORD-0993449-CB2D,CUST-213172-B623,INV-2026-993449,2025-01-04 23:42:27,2025-02-03 23:42:27,2025-01-14 23:42:27,459.74,36.78,0.00,0.00,496.52,Paid,ACH,Net 30,USD,2025,01,GL-REV-993449,ADDR-993449,FALSE
INV-0993450-AB65,ORD-0993450-865D,CUST-457677-1157,INV-2026-993450,2026-04-07 05:36:23,2026-05-07 05:36:23,2026-04-17 05:36:23,1313.22,105.06,0.00,0.00,1418.28,Paid,ACH,Net 30,USD,2026,04,GL-REV-993450,ADDR-993450,FALSE
INV-0993451-E7C5,ORD-0993451-4F5A,CUST-036652-213D,INV-2026-993451,2025-06-29 12:19:24,2025-07-29 12:19:24,,59.61,4.77,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-993451,ADDR-993451,FALSE
INV-0993452-1A04,ORD-0993452-1DDD,CUST-483675-5F3A,INV-2026-993452,2025-07-18 13:48:02,2025-08-17 13:48:02,2025-07-28 13:48:02,872.89,69.83,0.00,0.00,942.72,Paid,ACH,Net 30,USD,2025,07,GL-REV-993452,ADDR-993452,FALSE
INV-0993453-E658,ORD-0993453-AEF5,CUST-120951-762A,INV-2026-993453,2026-01-15 17:18:24,2026-02-14 17:18:24,,1052.61,84.21,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,01,GL-REV-993453,ADDR-993453,FALSE
INV-0993454-84D1,ORD-0993454-243A,CUST-230456-EA6C,INV-2026-993454,2025-05-04 21:18:31,2025-06-03 21:18:31,,870.53,69.64,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,05,GL-REV-993454,ADDR-993454,FALSE
INV-0993455-A69D,ORD-0993455-08AF,CUST-054102-C157,INV-2026-993455,2025-08-29 16:07:03,2025-09-28 16:07:03,,74.11,5.93,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,08,GL-REV-993455,ADDR-993455,FALSE
INV-0993456-6C77,ORD-0993456-04BE,CUST-166379-EE8A,INV-2026-993456,2025-06-04 11:04:21,2025-07-04 11:04:21,,1097.12,87.77,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-993456,ADDR-993456,FALSE
INV-0993457-B8F0,ORD-0993457-EF25,CUST-294297-6B72,INV-2026-993457,2025-03-28 20:35:14,2025-04-27 20:35:14,,1017.93,81.43,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-993457,ADDR-993457,FALSE
INV-0993458-9C61,ORD-0993458-8134,CUST-324151-4F46,INV-2026-993458,2024-07-02 15:27:03,2024-08-01 15:27:03,,1359.56,108.76,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-993458,ADDR-993458,FALSE
INV-0993459-FD73,ORD-0993459-E51A,CUST-071467-1C72,INV-2026-993459,2025-04-27 13:28:14,2025-05-27 13:28:14,2025-05-07 13:28:14,441.34,35.31,0.00,0.00,476.65,Paid,ACH,Net 30,USD,2025,04,GL-REV-993459,ADDR-993459,FALSE
INV-0993460-4400,ORD-0993460-CBFE,CUST-388187-23B6,INV-2026-993460,2026-01-07 07:52:45,2026-02-06 07:52:45,,1073.78,85.9,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,01,GL-REV-993460,ADDR-993460,FALSE
INV-0993461-1265,ORD-0993461-F339,CUST-061520-02D4,INV-2026-993461,2024-09-07 11:09:14,2024-10-07 11:09:14,,937.85,75.03,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,09,GL-REV-993461,ADDR-993461,FALSE
INV-0993462-ADDB,ORD-0993462-D18F,CUST-454556-8082,INV-2026-993462,2025-05-18 05:43:54,2025-06-17 05:43:54,2025-05-28 05:43:54,1429.34,114.35,0.00,0.00,1543.69,Paid,ACH,Net 30,USD,2025,05,GL-REV-993462,ADDR-993462,FALSE
INV-0993463-3CD5,ORD-0993463-9C49,CUST-242420-541D,INV-2026-993463,2024-11-24 21:03:55,2024-12-24 21:03:55,,807.52,64.6,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,11,GL-REV-993463,ADDR-993463,FALSE
INV-0993464-A7B2,ORD-0993464-8E12,CUST-192701-23FD,INV-2026-993464,2025-01-05 15:29:13,2025-02-04 15:29:13,,927.33,74.19,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,01,GL-REV-993464,ADDR-993464,FALSE
INV-0993465-1F9E,ORD-0993465-2A27,CUST-234314-F9BA,INV-2026-993465,2025-09-12 16:49:00,2025-10-12 16:49:00,,353.51,28.28,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,09,GL-REV-993465,ADDR-993465,FALSE
INV-0993466-5663,ORD-0993466-5227,CUST-318900-F3F1,INV-2026-993466,2024-07-17 23:39:53,2024-08-16 23:39:53,2024-07-27 23:39:53,540.14,43.21,0.00,0.00,583.35,Paid,ACH,Net 30,USD,2024,07,GL-REV-993466,ADDR-993466,FALSE
INV-0993467-93AE,ORD-0993467-F59B,CUST-252482-3EDC,INV-2026-993467,2026-03-07 23:40:20,2026-04-06 23:40:20,2026-03-17 23:40:20,1360.62,108.85,0.00,0.00,1469.47,Paid,ACH,Net 30,USD,2026,03,GL-REV-993467,ADDR-993467,FALSE
INV-0993468-C5B8,ORD-0993468-9BE0,CUST-422020-8AFF,INV-2026-993468,2024-07-22 02:54:11,2024-08-21 02:54:11,2024-08-01 02:54:11,776.56,62.12,0.00,0.00,838.68,Paid,ACH,Net 30,USD,2024,07,GL-REV-993468,ADDR-993468,FALSE
INV-0993469-7D24,ORD-0993469-AA87,CUST-203022-E235,INV-2026-993469,2025-09-09 07:29:59,2025-10-09 07:29:59,2025-09-19 07:29:59,465.33,37.23,0.00,0.00,502.56,Paid,ACH,Net 30,USD,2025,09,GL-REV-993469,ADDR-993469,FALSE
INV-0993470-F608,ORD-0993470-C133,CUST-384154-F0DC,INV-2026-993470,2026-02-19 02:32:01,2026-03-21 02:32:01,2026-03-01 02:32:01,582.25,46.58,0.00,0.00,628.83,Paid,ACH,Net 30,USD,2026,02,GL-REV-993470,ADDR-993470,FALSE
INV-0993471-4345,ORD-0993471-A55B,CUST-222130-6688,INV-2026-993471,2025-07-16 01:24:28,2025-08-15 01:24:28,,81.26,6.5,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,07,GL-REV-993471,ADDR-993471,FALSE
INV-0993472-EFB8,ORD-0993472-AA6F,CUST-122502-EA60,INV-2026-993472,2024-07-05 04:45:17,2024-08-04 04:45:17,,982.54,78.6,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-993472,ADDR-993472,FALSE
INV-0993473-6A31,ORD-0993473-353A,CUST-328363-1DF4,INV-2026-993473,2025-11-08 10:31:28,2025-12-08 10:31:28,2025-11-18 10:31:28,1230.21,98.42,0.00,0.00,1328.63,Paid,ACH,Net 30,USD,2025,11,GL-REV-993473,ADDR-993473,FALSE
INV-0993474-82D0,ORD-0993474-EF47,CUST-090532-AECA,INV-2026-993474,2026-03-13 18:40:20,2026-04-12 18:40:20,,1491.4,119.31,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,03,GL-REV-993474,ADDR-993474,FALSE
INV-0993475-3EE4,ORD-0993475-915E,CUST-265334-E2A4,INV-2026-993475,2025-03-19 17:49:15,2025-04-18 17:49:15,,197.63,15.81,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-993475,ADDR-993475,FALSE
INV-0993476-EA9A,ORD-0993476-D7CA,CUST-331941-C8E2,INV-2026-993476,2025-03-09 06:38:09,2025-04-08 06:38:09,,776.59,62.13,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-993476,ADDR-993476,FALSE
INV-0993477-ED5D,ORD-0993477-789A,CUST-341059-A287,INV-2026-993477,2024-09-07 12:00:13,2024-10-07 12:00:13,2024-09-17 12:00:13,106.31,8.5,0.00,0.00,114.81,Paid,ACH,Net 30,USD,2024,09,GL-REV-993477,ADDR-993477,FALSE
